Input String,Response String,text
"Stalagmite’s got an ‘m’ in it, An’ don’ ask me questions just now, I think I’m gonna be sick. All yours, Right, Vault seven hundred and thirteen now, please, and can we go more slowly?","One speed only,Hagrid: Might as well get yer uniform, Listen, Harry, would yeh mind if I slipped off fer a pick-me-up in the Leaky Cauldron? I hate them Gringotts carts.
 Madam Malkin : Hogwarts, dear? Got the lot here — another young man being fitted up just now, in fact.","###Prompt:
Answer as if you are Griphook responding to the previous line."
"One speed only,Hagrid: Might as well get yer uniform, Listen, Harry, would yeh mind if I slipped off fer a pick-me-up in the Leaky Cauldron? I hate them Gringotts carts.
 Madam Malkin : Hogwarts, dear? Got the lot here — another young man being fitted up just now, in fact.","Yes,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes,","My father’s next door buying my books and Mother’s up the street looking at wands, Then I’m going to drag them off to look at racing brooms. I don’t see why first years can’t have their own. I think I’ll bully Father into getting me one and I’ll smuggle it in somehow. Have you got your own broom?","###Prompt:
Answer as if you are stranger responding to the previous line."
"My father’s next door buying my books and Mother’s up the street looking at wands, Then I’m going to drag them off to look at racing brooms. I don’t see why first years can’t have their own. I think I’ll bully Father into getting me one and I’ll smuggle it in somehow. Have you got your own broom?","No, No,","###Prompt:
Answer as if you are Harry responding to the previous line."
"No, No,",Play Quidditch at all?,"###Prompt:
Answer as if you are stranger responding to the previous line."
Play Quidditch at all?,"No, No, No,","###Prompt:
Answer as if you are Harry responding to the previous line."
"No, No, No,","I say, look at that man!","###Prompt:
Answer as if you are stranger responding to the previous line."
"I say, look at that man!","That’s Hagrid, He works at Hogwarts.","###Prompt:
Answer as if you are Harry responding to the previous line."
"That’s Hagrid, He works at Hogwarts.","Oh, I’ve heard of him. He’s a sort of servant, isn’t he?","###Prompt:
Answer as if you are stranger responding to the previous line."
"Oh, I’ve heard of him. He’s a sort of servant, isn’t he?","He’s the gamekeeper,","###Prompt:
Answer as if you are Harry responding to the previous line."
"He’s the gamekeeper,","Yes, exactly. I heard he’s a sort of savage — lives in a hut on the school grounds and every now and then he gets drunk, tries to do magic, and ends up setting fire to his bed.","###Prompt:
Answer as if you are stranger responding to the previous line."
"Yes, exactly. I heard he’s a sort of savage — lives in a hut on the school grounds and every now and then he gets drunk, tries to do magic, and ends up setting fire to his bed.","I think he’s brilliant, They’re dead,","###Prompt:
Answer as if you are Harry responding to the previous line."
"I think he’s brilliant, They’re dead,","Oh, But they were our kind, weren’t they?","###Prompt:
Answer as if you are stranger responding to the previous line."
"Oh, But they were our kind, weren’t they?","They were a witch and wizard, if that’s what you mean.","###Prompt:
Answer as if you are Harry responding to the previous line."
"They were a witch and wizard, if that’s what you mean.","What? Some of them have never even heard of Hogwarts until they get the letter, imagine. I think they should keep it in the old wizarding families. What’s your surname, anyway?
 Madam Malkin : That’s you done,","###Prompt:
Answer as if you are stranger responding to the previous line."
"What? Some of them have never even heard of Hogwarts until they get the letter, imagine. I think they should keep it in the old wizarding families. What’s your surname, anyway?
 Madam Malkin : That’s you done,","Well,","###Prompt:
Answer as if you are stranger responding to the previous line."
"Well,",What’s up?”,"###Prompt:
Answer as if you are Hagrid responding to the previous line."
What’s up?”,"Nothing,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Nothing,","No,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"No,","Don’t make me feel worse, — and he said people from Muggle families shouldn’t even be allowed in —","###Prompt:
Answer as if you are Harry responding to the previous line."
"Don’t make me feel worse, — and he said people from Muggle families shouldn’t even be allowed in —","Yer not from a Muggle family.  If he’d known who yeh were — he’s grown up knowin’ yer name if his parents are wizardin’ folk. You saw what everyone in the Leaky Cauldron was like when they saw yeh. Anyway, what does he know about it, some o’ the best I ever saw were the only ones with magic in ’em in a long line o’ Muggles — look at yer mum! Look what she had fer a sister!","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yer not from a Muggle family.  If he’d known who yeh were — he’s grown up knowin’ yer name if his parents are wizardin’ folk. You saw what everyone in the Leaky Cauldron was like when they saw yeh. Anyway, what does he know about it, some o’ the best I ever saw were the only ones with magic in ’em in a long line o’ Muggles — look at yer mum! Look what she had fer a sister!",So what is Quidditch?,"###Prompt:
Answer as if you are Harry responding to the previous line."
So what is Quidditch?,It’s our sport. Wizard sport. It’s like — like soccer in the Muggle world — everyone follows Quidditch — played up in the air on broomsticks and there’s four balls — sorta hard ter explain the rules.,"###Prompt:
Answer as if you are Hagrid responding to the previous line."
It’s our sport. Wizard sport. It’s like — like soccer in the Muggle world — everyone follows Quidditch — played up in the air on broomsticks and there’s four balls — sorta hard ter explain the rules.,And what are Slytherin and Hufflepuff?,"###Prompt:
Answer as if you are Harry responding to the previous line."
And what are Slytherin and Hufflepuff?,"School Houses. There’s four. Everyone says Hufflepuff are a lot o’ duffers, but — There’s not a single witch or wizard who went bad who wasn’t in Slytherin. You-Know-Who was one.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"School Houses. There’s four. Everyone says Hufflepuff are a lot o’ duffers, but — There’s not a single witch or wizard who went bad who wasn’t in Slytherin. You-Know-Who was one.","Vol-, sorry — You-Know-Who was at Hogwarts?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Vol-, sorry — You-Know-Who was at Hogwarts?","Years an’ years ago,Harry: I was trying to find out how to curse Dudley.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Years an’ years ago,Harry: I was trying to find out how to curse Dudley.","I’m not sayin’ that’s not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances, An’ anyway, yeh couldn’ work any of them curses yet, yeh’ll need a lot more study before yeh get ter that level. Oh,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"I’m not sayin’ that’s not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances, An’ anyway, yeh couldn’ work any of them curses yet, yeh’ll need a lot more study before yeh get ter that level. Oh,",You don’t have to —,"###Prompt:
Answer as if you are Harry responding to the previous line."
You don’t have to —,"I know I don’t have to. Tell yeh what, I’ll get yer animal. Not a toad, toads went outta fashion years ago, yeh’d be laughed at —  an’ I don’ like cats, they make me sneeze.Hagrid: Don’ mention it, Don’ expect you’ve had a lotta presents from them Dursleys. Just Ollivanders left now — only place fer wands, Ollivanders, and yeh gotta have the best wand.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"I know I don’t have to. Tell yeh what, I’ll get yer animal. Not a toad, toads went outta fashion years ago, yeh’d be laughed at —  an’ I don’ like cats, they make me sneeze.Hagrid: Don’ mention it, Don’ expect you’ve had a lotta presents from them Dursleys. Just Ollivanders left now — only place fer wands, Ollivanders, and yeh gotta have the best wand.","Good afternoon,","###Prompt:
Answer as if you are Ollivander responding to the previous line."
"Good afternoon,","Hello,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Hello,","Oh, Your father, on the other hand, favored a mahogany wand. Eleven inches. Pliable. A little more power and excellent for transfiguration. Well, I say your father favored it — it’s really the wand that chooses the wizard, of course.” Oh, Yew","###Prompt:
Answer as if you are Ollivander responding to the previous line."
"Oh, Your father, on the other hand, favored a mahogany wand. Eleven inches. Pliable. A little more power and excellent for transfiguration. Well, I say your father favored it — it’s really the wand that chooses the wizard, of course.” Oh, Yew","It was, sir, yes,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
